"id","userReviewSeries","userReviewOnlyContent","userRatingSeries","userRatingValue","businessReplied","businessReplyContent","userReviewContent","LowAvgHighCost","businessType","cityState","friends","reviews","photos","eliteStatus","userName","Date","userBusinessPhotos","userCheckIns","weekday","the","and","for.","have","that","they","this","you","not","but","good","with","the_ratios","and_ratios","for_ratios","have_ratios","that_ratios","they_ratios","this_ratios","you_ratios","not_ratios","but_ratios","good_ratios","with_ratios","maxVote","votedRating","Rating","finalPrediction","CorrectPrediction","actualRatingValue"
354,"mostRecentVisit_review","Honestly I love coming here every year in my birthday. I unfortunately had to cancel my reservation last minute this year ,dude to my child being sick . Spoke with a manager (Cindy) about maybe rescheduling the reservation she wasn't very understanding ? I have to say customer service isn't the greatest here !","mostRecentVisit_rating",1,"no",NA,"2/20/2020
Honestly I love coming here every year in my birthday. I unfortunately had to cancel my reservation last minute this year ,dude to my child being sick . Spoke with a manager (Cindy) about maybe rescheduling the reservation she wasn't very understanding ? I have to say customer service isn't the greatest here !","High","high end massage retreat","Riverside, CA",0,39,4,NA,"Anayeli C.","2020-02-20",NA,NA,"Fri",2,0,0,1,0,0,1,0,0,0,0,1,0.034,0,0,0.017,0,0,0.017,0,0,0,0,0.017,7,5,"5","5",0,"rating 1"
355,"mostRecentVisit_review","  Sooooo relaxing. Enough said,  the staff, the facilities were awesome. Decided to celebrate my bday by celebrating at HIGH END SPA.  After a bit of research decided to use some gift cards to reserve some services.  If you have a party of more than 5, I highly recommend booking lounge chairs for you and your party.  30 bucks each but their yours all day.  We got our loungers above the  cafe. This includes service to your party.  I also recommend booking the grotto for a wonderful experience that leaves your skin soft and supple and only 25 bucks per person.
If you don't want to rent loungers, I recommend you get there early.  The early bird gets the good seating area.

Shout out to Xema (I think that's her name) for helping us out with our drinks and food and a suprise cupcake with candle.  She was so sweet and after several fail attempts to get waiters/waitress she kept coming back to see if we were good.

We tried out the yoga class. Totally worth it.  Feel asleep for Pros:
- Mineral baths
- Spring water mud pool
- Massage services
- Pools
- Food
- Drinks are reasonably priced
- Water stations everywhere
- Towel service stations
- Friendly staff
- Clean facilities
- Shampoo and conditioner in shower are awesome
- Plenty of parking
- Must try yoga class,  we feel asleep
- Starbucks but you can't use your app
- lockers to keep your stuff in

Cons:
- We had to hunt down our staff to get food and drinks
- I cut my finger on a bathroom stall
- People hog the mineral baths
- Gift shop is overpriced
","mostRecentVisit_rating",5,"no",NA,"10/24/2018
 7 photos

 1 check-in

Sooooo relaxing. Enough said,  the staff, the facilities were awesome. Decided to celebrate my bday by celebrating at HIGH END SPA.  After a bit of research decided to use some gift cards to reserve some services.  If you have a party of more than 5, I highly recommend booking lounge chairs for you and your party.  30 bucks each but their yours all day.  We got our loungers above the  cafe. This includes service to your party.  I also recommend booking the grotto for a wonderful experience that leaves your skin soft and supple and only 25 bucks per person.
If you don't want to rent loungers, I recommend you get there early.  The early bird gets the good seating area.

Shout out to Xema (I think that's her name) for helping us out with our drinks and food and a suprise cupcake with candle.  She was so sweet and after several fail attempts to get waiters/waitress she kept coming back to see if we were good.

We tried out the yoga class. Totally worth it.  Feel asleep for 15 min!

Pros:
- Mineral baths
- Spring water mud pool
- Massage services
- Pools
- Food
- Drinks are reasonably priced
- Water stations everywhere
- Towel service stations
- Friendly staff
- Clean facilities
- Shampoo and conditioner in shower are awesome
- Plenty of parking
- Must try yoga class,  we feel asleep
- Starbucks but you can't use your app
- lockers to keep your stuff in

Cons:
- We had to hunt down our staff to get food and drinks
- I cut my finger on a bathroom stall
- People hog the mineral baths
- Gift shop is overpriced
","High","high end massage retreat","East Los Angeles, Los Angeles, CA",314,328,896,"Elite '2020","Teresa I.","2018-10-24",7,1,"Tue",8,8,4,1,2,0,1,5,0,2,2,2,0.025,0.025,0.012,0.003,0.006,0,0.003,0.016,0,0.006,0.006,0.006,11,5,"5","5",1,"rating 5"
356,"mostRecentVisit_review","For the amount it charges, you would expect something upscale but as a first timer-- it is looking dated with dysfunctional shower switches.

From what I experienced it looks like the rainfall shower heads are more of the norm and the side shower heads no longer work. If it doesn't exist in most people's household (ie most people would have removed the side tiles) then just remove it!  Saw this in the Grotto as well.

I went into the salt pool near opening and there was already a dead mosquito in it.  Is someone really cleaning it or is just done the night before?Annoying!

I like that most of the pools are shaded with the exception of a few in which you lounge around.  Mineral/ salt baths tend to be the most popular.

(+) loved the Grotto experience- it is a moisturizing experience; you need to pay extra and reserve ahead of time. If you're tight on funds and don't want a service, do this instead. The receptionist recommended we go to the mineral baths first, then clay mud, and lastly the grotto (start the experience about one hour before your Grotto experience). Sign the waiver beforehand to avoid a longer wait.

(+) there are about (+) liked that there was water + towels throughout the spa.

(-) food is over priced and how is it delicious from some reviews ? I had a turkey avocado sandwich and the bread was stale/ hard. Not worth $(-) there is lotion by the soap dispenser but hardly any lotion. People were getting super upset and while you do see attendants, there is no one refilling.

I booked a package which includes admission, a spa treatment up to $Overall, a bit disappointed by the visit as I was expecting it to be more upscale/ up to date. Upon closing time (near 5pm) when it closes at 6pm, it felt like chaos in the locker area just from the crowds.","mostRecentVisit_rating",2,"no",NA,"4/13/2019
For the amount it charges, you would expect something upscale but as a first timer-- it is looking dated with dysfunctional shower switches.

From what I experienced it looks like the rainfall shower heads are more of the norm and the side shower heads no longer work. If it doesn't exist in most people's household (ie most people would have removed the side tiles) then just remove it!  Saw this in the Grotto as well.

I went into the salt pool near opening and there was already a dead mosquito in it.  Is someone really cleaning it or is just done the night before?Annoying!

I like that most of the pools are shaded with the exception of a few in which you lounge around.  Mineral/ salt baths tend to be the most popular.

(+) loved the Grotto experience- it is a moisturizing experience; you need to pay extra and reserve ahead of time. If you're tight on funds and don't want a service, do this instead. The receptionist recommended we go to the mineral baths first, then clay mud, and lastly the grotto (start the experience about one hour before your Grotto experience). Sign the waiver beforehand to avoid a longer wait.

(+) there are about 3 classes held daily. We went to aqua Zumba which uses weights and mainly arm workouts.

(+) liked that there was water + towels throughout the spa.

(-) food is over priced and how is it delicious from some reviews ? I had a turkey avocado sandwich and the bread was stale/ hard. Not worth $17, but only worth the convenience of not having to starve for the remainder of the day. Lol

(-) there is lotion by the soap dispenser but hardly any lotion. People were getting super upset and while you do see attendants, there is no one refilling.

I booked a package which includes admission, a spa treatment up to $100, and the grotto experience.  Robes are extra - not worth $18 rental; more people were using their own robes or towels to wrap around instead.  Thought about booking a cabana but glad we didn't since we were hardly lounging around during our visit. There's lots to do and we didn't make it a goal to just lay or sit around.

Overall, a bit disappointed by the visit as I was expecting it to be more upscale/ up to date. Upon closing time (near 5pm) when it closes at 6pm, it felt like chaos in the locker area just from the crowds.","High","high end massage retreat","Alhambra, CA",435,694,441,"Elite '2020","Janey Y.","2019-04-13",NA,NA,"Fri",23,8,0,1,2,0,2,5,1,2,0,2,0.063,0.022,0,0.003,0.005,0,0.005,0.014,0.003,0.005,0,0.005,9,5,"5","5",0,"rating 2"
357,"mostRecentVisit_review","Loved this place!!!! I have never been able to go and enjoy a spa but it feels so good here. I would go daily if I could. I felt so relaxed and completely comfortable after a full day of the healing waters. My mother and I brought my daughter here and rented a private cabana. Best service and we were well taken care of by our hostess.
Second review: rented a cabana for my mother's 75th birthday. Rented the exact same cabana that we did before. Didn't really receive a special cabana time as we did last time. Nothing special about this trip with the cabana except for being able to sit in a private area and receiving service at your cabana. Wasn't worth the money unfortunately I will always recommend going to the spa to enjoy the waters but I will never rent another cabana again. First trip 5 stars second trip 3 stars for cabana experience.
","mostRecentVisit_rating",3,"no",NA,"10/26/2019Updated review
Loved this place!!!! I have never been able to go and enjoy a spa but it feels so good here. I would go daily if I could. I felt so relaxed and completely comfortable after a full day of the healing waters. My mother and I brought my daughter here and rented a private cabana. Best service and we were well taken care of by our hostess.
Second review: rented a cabana for my mother's 75th birthday. Rented the exact same cabana that we did before. Didn't really receive a special cabana time as we did last time. Nothing special about this trip with the cabana except for being able to sit in a private area and receiving service at your cabana. Wasn't worth the money unfortunately I will always recommend going to the spa to enjoy the waters but I will never rent another cabana again. First trip 5 stars second trip 3 stars for cabana experience.
","High","high end massage retreat","Ontario, CA",28,95,17,"Elite '2020","Dar Dar E.","2019-10-26",NA,NA,"Thu",6,6,3,1,1,0,2,0,0,2,1,1,0.034,0.034,0.017,0.006,0.006,0,0.011,0,0,0.011,0.006,0.006,10,5,"5","5",0,"rating 3"
358,"mostRecentVisit_review"," Super amazing time here!

Took my girls for some fun in the sun and HIGH END SPA didn't disappoint!

I paid extra for Grotto and Massages.

The Grotto was a lot of fun but the massages felt more like they were just rubbing oil on you.  (I wouldn't pay for that service again) but definitely coming back with girls!

Food was delicious and the Mimosas, beer and wine were amazing!

I wouldn't pay for the mix drinks.","mostRecentVisit_rating",5,"no",NA,"7/9/2019
 10 photos

Super amazing time here!

Took my girls for some fun in the sun and HIGH END SPA didn't disappoint!

I paid extra for Grotto and Massages.

The Grotto was a lot of fun but the massages felt more like they were just rubbing oil on you.  (I wouldn't pay for that service again) but definitely coming back with girls!

Food was delicious and the Mimosas, beer and wine were amazing!

I wouldn't pay for the mix drinks.","High","high end massage retreat","Lakewood, CA",82,22,75,NA,"Faride H.","2019-07-09",NA,NA,"Mon",5,4,4,0,1,1,0,1,0,2,0,1,0.054,0.043,0.043,0,0.011,0.011,0,0.011,0,0.022,0,0.011,9,5,"5","5",1,"rating 5"
359,"mostRecentVisit_review"," My friend and I came here for her birthday. We didnt get massages but we utilized all the different pools and saunas. If you can get past the rotten egg smell, the mineral spa was very relaxing(apparently it smells that way because of the minerals!) The mud bake was my favorite however I put too much on my face and I had an allergic reaction. It took about a week to clear up and all was good again! I dont think it has anything to do with the quality of the mud, or the facility. I think my skin just wasnt feelin it.
We got the loaded Bloody Mary's as a treat and they did not disappoint! Between the shrimp, bacon, and olives they garnished it with it was like a meal in itself! Good thing I didnt have breakfast...I wouldn't have been able to finish my drink! Haha
We shared a chicken ceaser salad for lunch and the size was perfect for each of us to have a good portion without left feeling hungry or wanting more. It was perfectly dressed and tasted great.
The grounds are beautiful and very relaxing. Everything was clean and I had no problems as far as any of that went.
All of the staff we encountered from the time we checked in to the time that we left was very accommodating and friendly with the exception of one. The bartender who made our epic Mary's. She was a little snooty and seemed like we were wasting her time.
All in all we had a great time and even though it was quite chilly when we went it actually made it nice because it wasn't crowded at all.","mostRecentVisit_rating",4,"no",NA,"2/14/2020
 1 check-in

My friend and I came here for her birthday. We didnt get massages but we utilized all the different pools and saunas. If you can get past the rotten egg smell, the mineral spa was very relaxing(apparently it smells that way because of the minerals!) The mud bake was my favorite however I put too much on my face and I had an allergic reaction. It took about a week to clear up and all was good again! I dont think it has anything to do with the quality of the mud, or the facility. I think my skin just wasnt feelin it.
We got the loaded Bloody Mary's as a treat and they did not disappoint! Between the shrimp, bacon, and olives they garnished it with it was like a meal in itself! Good thing I didnt have breakfast...I wouldn't have been able to finish my drink! Haha
We shared a chicken ceaser salad for lunch and the size was perfect for each of us to have a good portion without left feeling hungry or wanting more. It was perfectly dressed and tasted great.
The grounds are beautiful and very relaxing. Everything was clean and I had no problems as far as any of that went.
All of the staff we encountered from the time we checked in to the time that we left was very accommodating and friendly with the exception of one. The bartender who made our epic Mary's. She was a little snooty and seemed like we were wasting her time.
All in all we had a great time and even though it was quite chilly when we went it actually made it nice because it wasn't crowded at all.","High","high end massage retreat","Rancho Cucamonga, CA",5,41,9,NA,"emily m.","2020-02-14",NA,1,"Sat",17,13,3,3,3,2,0,1,1,1,3,3,0.054,0.042,0.01,0.01,0.01,0.006,0,0.003,0.003,0.003,0.01,0.01,11,5,"5","5",0,"rating 4"
36,"mostRecentVisit_review","I went in because I had pain in my hip bone.Doctor did an aswome job, he even gave me tips to better my posture.THANK YOU","mostRecentVisit_rating",5,"no",NA,"11/25/2018
I went in because I had pain in my hip bone.Doctor did an aswome job, he even gave me tips to better my posture.THANK YOU","Avg","chiropractic","Corona, CA",0,2,NA,NA,"Andrew M.","2018-11-25",NA,NA,"Wed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,"tie","4",0,"rating 5"
360,"mostRecentVisit_review","My favorite place to go and unwind .. I love HIGH END SPA .. everything is perfect and staff is awesome ... please go you won't regret it .","mostRecentVisit_rating",5,"no",NA,"2/21/2020
My favorite place to go and unwind .. I love HIGH END SPA .. everything is perfect and staff is awesome ... please go you won't regret it .","High","high end massage retreat","Compton, CA",176,4,NA,NA,"Keahna M.","2020-02-21",NA,NA,"Sat",0,2,0,0,0,0,0,1,0,0,0,0,0,0.056,0,0,0,0,0,0.028,0,0,0,0,6,5,"5","5",1,"rating 5"
361,"mostRecentVisit_review","This was an amazing experience. I go to a few spas a year and this was up to par.
We rented a cabana and the experience was wonderful.
My suggestions for the facility is there were no side tables next to the lounge chairs. So we didn't have a spot to put our food and drinks.
The staff didn't check on us periodically to see if we wanted more refreshments or more food so that was a little bit of a bummer. It might be helpful to have some sort of speaker so that it might make ordering easier.
I went with a group of I wasn't too impressed with the checkout process because we went to double check with the front desk if there was anything else we needed to do and it took about 20 minutes for us to finally check out. Not necessarily how i wanted to end the day but everything else was phenomenal.","mostRecentVisit_rating",4,"no",NA,"11/24/2019
This was an amazing experience. I go to a few spas a year and this was up to par.
We rented a cabana and the experience was wonderful.
My suggestions for the facility is there were no side tables next to the lounge chairs. So we didn't have a spot to put our food and drinks.
The staff didn't check on us periodically to see if we wanted more refreshments or more food so that was a little bit of a bummer. It might be helpful to have some sort of speaker so that it might make ordering easier.
I went with a group of 4 and we all had massages and the check in processes was seamless and the girl that was checking me in was sweet and the massage was amazing!

I wasn't too impressed with the checkout process because we went to double check with the front desk if there was anything else we needed to do and it took about 20 minutes for us to finally check out. Not necessarily how i wanted to end the day but everything else was phenomenal.","High","high end massage retreat","Santa Ana, CA",181,21,17,NA,"Carolyn H.","2019-11-24",NA,NA,"Tue",7,4,2,2,2,0,1,0,1,1,0,3,0.041,0.024,0.012,0.012,0.012,0,0.006,0,0.006,0.006,0,0.018,9,5,"5","5",0,"rating 4"
362,"mostRecentVisit_review","Wonderful Energy!!
Very Spiritual & Beautiful.
Connecting Clarity.
Water is Healing ~ Mindful.
This place is a slice of heaven.
A vacation.
Get away & CHIROPRACTIC!!
I have been going here for decades.
Simply Wonderful.
Enjoy!!","mostRecentVisit_rating",4,"no",NA,"12/2/2019
Wonderful Energy!!
Very Spiritual & Beautiful.
Connecting Clarity.
Water is Healing ~ Mindful.
This place is a slice of heaven.
A vacation.
Get away & CHIROPRACTIC!!
I have been going here for decades.
Simply Wonderful.
Enjoy!!","High","high end massage retreat","San Diego, CA",2,53,NA,NA,"Carole B.","2019-12-02",NA,NA,"Mon",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.021,0.021,0,0,0.021,0,0,0,0,0,7,5,"5","5",0,"rating 4"
363,"mostRecentVisit_review","I encourage everyone to stay away from here. My girl booked a couples massage for a Sunday, I was charged 0 - Customer Service
0 - Empathy
If I could give 0 stars, I would! Stay away LOL","mostRecentVisit_rating",1,"no",NA,"10/15/2019
I encourage everyone to stay away from here. My girl booked a couples massage for a Sunday, I was charged 4 days before I went for the massage for 250$! They wouldn't reverse the charges and even worse, the lady I spoke to on the phone was so rude and uncooperative. She kept stating ""per our policy"" blah blah, ""we can't refund you because we were extremely busy on Sunday"". MIND BLOWN.

0 - Customer Service
0 - Empathy
0 - Satisfaction

If I could give 0 stars, I would! Stay away LOL","High","high end massage retreat","Anaheim, CA",NA,9,NA,NA,"Ramez M.","2019-10-15",NA,NA,"Sun",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,5,5,"5","5",0,"rating 1"
364,"mostRecentVisit_review","This is The Happiest Place on Earth for grown people!!! I so love lounging by any of the pools here. Since it gets pretty busy, I recommend reserving a lounge chair on the terrace in advance to ensure your day is comfortable and the extra benefit is you'll get served food and cocktails all day right in your lounge chair. I've always had great service whenever I come to HIGH END SPA and thee food is always freshly prepared  and tasty. Can't wait for my next visit in the next couple weeks!","mostRecentVisit_rating",5,"no",NA,"2/8/2020
This is The Happiest Place on Earth for grown people!!! I so love lounging by any of the pools here. Since it gets pretty busy, I recommend reserving a lounge chair on the terrace in advance to ensure your day is comfortable and the extra benefit is you'll get served food and cocktails all day right in your lounge chair. I've always had great service whenever I come to HIGH END SPA and thee food is always freshly prepared  and tasty. Can't wait for my next visit in the next couple weeks!","High","high end massage retreat","Ontario, CA",224,19,NA,NA,"Kristle Y.","2020-02-08",NA,NA,"Sun",5,4,2,0,0,0,0,1,0,0,0,0,0.049,0.039,0.019,0,0,0,0,0.01,0,0,0,0,7,5,"5","5",1,"rating 5"
365,"mostRecentVisit_review"," My mother and I went to HIGH END SPA for our annual mother daughter trip. With all of the stressors of life it was very appealing to have a little calmness and stress relief. This place was not the place to do it. It felt like a Las Vegas Pool party that I wanted no part with. Mind you there was some relaxing moments like the message and message area, the spa for facials and the grotto experience. Thankfully my mother and I got the Date Palm Cabana which I felt was the only reason we lasted the day because it was our peaceful spot amongst the chaos.

The Bad
- I felt the place was below my standards of cleanliness
For them to close at 9pm and open up the next day at 9-' it was quite apparent that they don't thoroughly clean the area.
- We arrived at 9:30 and the bathrooms were dirty, the elevator to the cabana was dirty, and the first pool we went into which was in the bathhouse had brown dirty bubbles forming with a light brown film.
- The cabana seating and chairs were dirty as well so we draped towels over everything before we sat down.
- Waaaay over crowded, the pools are not that big to begin with and each pool was packed to where all you could do is stand in one spot.
- everyone walked around barefoot and then go directly into pools and mud and what not without showering before hand thus bringing all that dirt from their feet into the pools. After my first pool in the bathhouse I couldn't bring myself to get in anymore water.
- the bathhouse was a madhouse and the bathrooms were really dirty. In the showers I saw mold on shower curtains and on the walls and borders. Everything just felt really dirty.

Th good

- I had an amazing Massage from Brad...I wish he worked at other locations besides just there because he's worth revisiting!!! And he was so kind and really good at what he does

- the Cabana is the way to go if you do come here!!! We had preferred parking right in the front, got to skip the line to enter the building and was taken right to the cabana hostess area that had some tea. After checking you in they escort you to your cabana as well as give you a lay of the land. We had a nice semi private cabana away from the crazy, a private jacuzzi just for cabana users, fresh fruit bowl, and the convenience of ordering crops and having it brought to you (which was great because the restaurant got absolutely crazy busy) This cabana made our trip and I'm so happy we opted in for this.

- the grotto was very cool and relaxing and I felt like I was at a spa there. I loved that green stuff they lathered on us and kept wanting to rub it all over...the cave itself is pretty cool too.

- The Nachos and Cupcakes,.....heard a lot about the nachos so I had high expectations which they lived up to but no one talks about the cupcakes which were amazing and soooo moist!!!

- the sax player that came for the twilight portion. He was EXCELLENT!!! We actually stayed longer to listen to him (in our private cabana deck)

Overall we had a decent time...I am most thankful for the time spent with my mom but I wouldn't come back unless just for a massage which the entrance fee to get in for a massage isn't worth it.","mostRecentVisit_rating",3,"no",NA,"10/13/2019
 10 photos

My mother and I went to HIGH END SPA for our annual mother daughter trip. With all of the stressors of life it was very appealing to have a little calmness and stress relief. This place was not the place to do it. It felt like a Las Vegas Pool party that I wanted no part with. Mind you there was some relaxing moments like the message and message area, the spa for facials and the grotto experience. Thankfully my mother and I got the Date Palm Cabana which I felt was the only reason we lasted the day because it was our peaceful spot amongst the chaos.

The Bad
- I felt the place was below my standards of cleanliness
For them to close at 9pm and open up the next day at 9-' it was quite apparent that they don't thoroughly clean the area.
- We arrived at 9:30 and the bathrooms were dirty, the elevator to the cabana was dirty, and the first pool we went into which was in the bathhouse had brown dirty bubbles forming with a light brown film.
- The cabana seating and chairs were dirty as well so we draped towels over everything before we sat down.
- Waaaay over crowded, the pools are not that big to begin with and each pool was packed to where all you could do is stand in one spot.
- everyone walked around barefoot and then go directly into pools and mud and what not without showering before hand thus bringing all that dirt from their feet into the pools. After my first pool in the bathhouse I couldn't bring myself to get in anymore water.
- the bathhouse was a madhouse and the bathrooms were really dirty. In the showers I saw mold on shower curtains and on the walls and borders. Everything just felt really dirty.

Th good

- I had an amazing Massage from Brad...I wish he worked at other locations besides just there because he's worth revisiting!!! And he was so kind and really good at what he does

- the Cabana is the way to go if you do come here!!! We had preferred parking right in the front, got to skip the line to enter the building and was taken right to the cabana hostess area that had some tea. After checking you in they escort you to your cabana as well as give you a lay of the land. We had a nice semi private cabana away from the crazy, a private jacuzzi just for cabana users, fresh fruit bowl, and the convenience of ordering crops and having it brought to you (which was great because the restaurant got absolutely crazy busy) This cabana made our trip and I'm so happy we opted in for this.

- the grotto was very cool and relaxing and I felt like I was at a spa there. I loved that green stuff they lathered on us and kept wanting to rub it all over...the cave itself is pretty cool too.

- The Nachos and Cupcakes,.....heard a lot about the nachos so I had high expectations which they lived up to but no one talks about the cupcakes which were amazing and soooo moist!!!

- the sax player that came for the twilight portion. He was EXCELLENT!!! We actually stayed longer to listen to him (in our private cabana deck)

Overall we had a decent time...I am most thankful for the time spent with my mom but I wouldn't come back unless just for a massage which the entrance fee to get in for a massage isn't worth it.","High","high end massage retreat","Anaheim Resort, Anaheim, CA",4,28,77,NA,"Melody V.","2019-10-13",NA,NA,"Fri",45,27,9,1,7,4,3,7,3,2,2,5,0.066,0.04,0.013,0.001,0.01,0.006,0.004,0.01,0.004,0.003,0.003,0.007,12,5,"5","5",0,"rating 3"
366,"mostRecentVisit_review"," This place has fallen in mine eyes since being taken over by the GOCO group. It used to be very chill, serene, and relaxing. Now, they let people in beyond capacity. The alcohol is rampantly flowing. The loud ratchetness is above and beyond. All so they can make a buck. I get it yo, times is tough, you gotta make that paper.. but really though?

The sheer number of people at the spa must make it difficult to maintain the facility in a timely and cleanly manner. Detritus floating around in and on the bottom of all the pools. People just leaving their crap around anywhere and everywhere. Guests being loud, disgusting, and overall unaware of anything outside of themselves is not something the spa can control, I get it, but maybe don't let THAT many people in all at once so you can make that paper? All these social media obsessed individuals with their phones out constantly. Drunk people being loud and obnoxious. This does not make for a relaxing spa experience, that I dropped a huge chunk of change for.

Also, seems pretty unprofessional for your staff to be hovering in a group in the locker room, airing out their grievances with each other, when there are clearly quite a number of guest around everywhere. I get it boo, I get stressed with work too, but do that on your break time, away from guests. That's just unprofessional; entertaining for me, but really unprofessional.

The staff, by and large, were friendly enough when approached. But no one really went out of their way to provide that bit of extra customer service. Like, Boo, I can tell you hate your job right now.

The food at the on-site cafeteria style... ""restaurant""... umm... it was just whatever. Very lackluster. Just expensive for what you get, for truck stop/gas station-esque quality.

Am I being too self-entitled, snobby, first world problems, complaining? Perhaps just a smidge. Long story short. The staff is friendly enough. The facilities are pretty on the surface, at first glance. Was not a relaxing time or vibe due to the sheer number of people jam packed into the place. Too much alcohol and instagrammers for my tastes. I miss the HIGH END SPA of old.","mostRecentVisit_rating",2,"no",NA,"9/27/2019
 3 check-ins

This place has fallen in mine eyes since being taken over by the GOCO group. It used to be very chill, serene, and relaxing. Now, they let people in beyond capacity. The alcohol is rampantly flowing. The loud ratchetness is above and beyond. All so they can make a buck. I get it yo, times is tough, you gotta make that paper.. but really though?

The sheer number of people at the spa must make it difficult to maintain the facility in a timely and cleanly manner. Detritus floating around in and on the bottom of all the pools. People just leaving their crap around anywhere and everywhere. Guests being loud, disgusting, and overall unaware of anything outside of themselves is not something the spa can control, I get it, but maybe don't let THAT many people in all at once so you can make that paper? All these social media obsessed individuals with their phones out constantly. Drunk people being loud and obnoxious. This does not make for a relaxing spa experience, that I dropped a huge chunk of change for.

Also, seems pretty unprofessional for your staff to be hovering in a group in the locker room, airing out their grievances with each other, when there are clearly quite a number of guest around everywhere. I get it boo, I get stressed with work too, but do that on your break time, away from guests. That's just unprofessional; entertaining for me, but really unprofessional.

The staff, by and large, were friendly enough when approached. But no one really went out of their way to provide that bit of extra customer service. Like, Boo, I can tell you hate your job right now.

The food at the on-site cafeteria style... ""restaurant""... umm... it was just whatever. Very lackluster. Just expensive for what you get, for truck stop/gas station-esque quality.

Am I being too self-entitled, snobby, first world problems, complaining? Perhaps just a smidge. Long story short. The staff is friendly enough. The facilities are pretty on the surface, at first glance. Was not a relaxing time or vibe due to the sheer number of people jam packed into the place. Too much alcohol and instagrammers for my tastes. I miss the HIGH END SPA of old.","High","high end massage retreat","San Diego, CA",312,161,129,NA,"So H.","2019-09-27",NA,3,"Fri",19,9,7,0,7,2,1,4,3,5,0,3,0.042,0.02,0.016,0,0.016,0.004,0.002,0.009,0.007,0.011,0,0.007,10,5,"5","5",0,"rating 2"
367,"mostRecentVisit_review"," How have I lived in the Inland Empire for so long and I have never been to HIGH END SPA?! This place is truly a magical oasis!

We started the day by getting to the hot springs right when they opened which was perfect! We were able to get first picks and enjoy the pools for a few hours before bigger crowds came. There are The day moves by so quickly as you are just lost in relaxation land! Before I knew it the day was over and I was so sad to leave. Honestly, though the place is pricey, its worth every penny as this is the best experience I have ever had.

Last thing. The Hot Springs recommend that you disconnect to get the full experience and Must Do's? Everything! My top top favorites were:  lounging pool, the grotto, the saline pool and the vista pool!

If you do anything at all, I personally recommend just getting admission and the grotto (separate price from admission,$I cannot CANNOT wait to come back here again!

Things to keep in mind:
- Weekends are very busy! A few friends and I came on a Friday and the crowd level was just perfect. Busy but not too crowded. So I recommend a weekday if you can.
-Come early! I would recommend at least 20-30 min before opening because there is a line! It went pretty quickly as they take ""peeks"" inside your bags.
-There are free lockers inside of the bath house to keep your belongings. The bathhouse also has showers that have hairdryers, lotion, body wash and shampoo and conditioner and a bathing suit dryer! All free!
- Free towels are all over the spa so no need to bring your own!
- Bring a cover up if you have one! They also have robes you can rent that a lot of people rocked all day!
- They have a cafe and kitchen there so you can order lunch and things!
- At check in, they ask you to keep your card and cell phone number on file so they if you make purchases through the day, you don't need to hold onto that.
-If you are interested in doing any of the services and couldn't book online, they have same day bookings as well! You can talk to the staff at check in about that!

If you know that you have been holding onto a lot of stress, you NEED this! Treat yourself please!","mostRecentVisit_rating",5,"no",NA,"4/7/2019
 9 photos

How have I lived in the Inland Empire for so long and I have never been to HIGH END SPA?! This place is truly a magical oasis!

We started the day by getting to the hot springs right when they opened which was perfect! We were able to get first picks and enjoy the pools for a few hours before bigger crowds came. There are 19 pools here and each one is different! Hot tubs, epsom salt pools, hot and cold plunge pools, heated pools, lounging pools and more! All of these pools plus Club Mud (red clay treatment) is included in the price of admission!

The day moves by so quickly as you are just lost in relaxation land! Before I knew it the day was over and I was so sad to leave. Honestly, though the place is pricey, its worth every penny as this is the best experience I have ever had.

Last thing. The Hot Springs recommend that you disconnect to get the full experience and 100% agree. I tried to take very few pictures here and there but the next time I go, full disconnect! So I really recommend this!

Must Do's? Everything! My top top favorites were:  lounging pool, the grotto, the saline pool and the vista pool!

If you do anything at all, I personally recommend just getting admission and the grotto (separate price from admission,$30). I went all out and also got a service but if you do just those two, It's so worth it.

I cannot CANNOT wait to come back here again!

Things to keep in mind:
- Weekends are very busy! A few friends and I came on a Friday and the crowd level was just perfect. Busy but not too crowded. So I recommend a weekday if you can.
-Come early! I would recommend at least 20-30 min before opening because there is a line! It went pretty quickly as they take ""peeks"" inside your bags.
-There are free lockers inside of the bath house to keep your belongings. The bathhouse also has showers that have hairdryers, lotion, body wash and shampoo and conditioner and a bathing suit dryer! All free!
- Free towels are all over the spa so no need to bring your own!
- Bring a cover up if you have one! They also have robes you can rent that a lot of people rocked all day!
- They have a cafe and kitchen there so you can order lunch and things!
- At check in, they ask you to keep your card and cell phone number on file so they if you make purchases through the day, you don't need to hold onto that.
-If you are interested in doing any of the services and couldn't book online, they have same day bookings as well! You can talk to the staff at check in about that!

If you know that you have been holding onto a lot of stress, you NEED this! Treat yourself please!","High","high end massage retreat","Santa Barbara, CA",345,75,246,"Elite '2020","Imo O.","2019-04-07",9,NA,"Sat",21,15,2,9,6,7,3,15,1,1,0,0,0.045,0.032,0.004,0.019,0.013,0.015,0.006,0.032,0.002,0.002,0,0,10,5,"5","5",1,"rating 5"
