"the_ratios","and_ratios","for_ratios","have_ratios","that_ratios","they_ratios","this_ratios","you_ratios","not_ratios","but_ratios","good_ratios","with_ratios","R1_and","R2_and","R3_and","R4_and","R5_and","R1_but","R2_but","R3_but","R4_but","R5_but","R1_for","R2_for","R3_for","R4_for","R5_for","R1_good","R2_good","R3_good","R4_good","R5_good","R1_have","R2_have","R3_have","R4_have","R5_have","R1_not","R2_not","R3_not","R4_not","R5_not","R1_that","R2_that","R3_that","R4_that","R5_that","R1_the","R2_the","R3_the","R4_the","R5_the","R1_they","R2_they","R3_they","R4_they","R5_they","R1_this","R2_this","R3_this","R4_this","R5_this","R1_with","R2_with","R3_with","R4_with","R5_with","R1_you","R2_you","R3_you","R4_you","R5_you","and_diff1","and_diff2","and_diff3","and_diff4","and_diff5","but_diff1","but_diff2","but_diff3","but_diff4","but_diff5","for_diff1","for_diff2","for_diff3","for_diff4","for_diff5","good_diff1","good_diff2","good_diff3","good_diff4","good_diff5","have_diff1","have_diff2","have_diff3","have_diff4","have_diff5","not_diff1","not_diff2","not_diff3","not_diff4","not_diff5","that_diff1","that_diff2","that_diff3","that_diff4","that_diff5","the_diff1","the_diff2","the_diff3","the_diff4","the_diff5","they_diff1","they_diff2","they_diff3","they_diff4","they_diff5","this_diff1","this_diff2","this_diff3","this_diff4","this_diff5","with_diff1","with_diff2","with_diff3","with_diff4","with_diff5","you_diff1","you_diff2","you_diff3","you_diff4","you_diff5","andMin","andvote","butMin","butvote","forMin","forvote","goodMin","goodvote","haveMin","havevote","notMin","notvote","thatMin","thatvote","theMin","thevote","theyMin","theyvote","thisMin","thisvote","withMin","withvote","youMin","youvote","andvote.1","butvote.1","forvote.1","goodvote.1","havevote.1","notvote.1","thatvote.1","thevote.1","theyvote.1","thisvote.1","withvote.1","youvote.1","counts1","counts2","counts3","counts4","counts5","maxVote","votedRating","Rating","finalPrediction","userRatingValue","CorrectPrediction"
0.018,0.018,0,0,0,0.018,0,0,0,0.018,0,0.018,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.028,0.024,0.025,0.028,0.041,-0.01,-0.007,-0.008,-0.007,-0.012,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.039,0.055,0.054,0.043,0.038,-0.006,-0.007,-0.009,-0.008,-0.008,0.013,0.01,0.011,0.008,0.01,-0.01,-0.01,-0.009,-0.009,-0.008,0.009,0.017,0.013,0.015,0.012,0.024,5,-0.012,5,0.014,2,0.006,1,0.016,1,0.004,5,0.01,5,0.038,5,-0.009,5,0.008,4,-0.01,5,0.009,1,"5","5","2","1","1","5","5","5","5","4","5","1",3,1,0,1,7,7,5,"5","5","rating 3",0
0.049,0.011,0,0.011,0.011,0,0.005,0.038,0,0.011,0.011,0.011,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.035,0.031,0.032,0.035,0.048,-0.003,0,-0.000999999999999999,0,-0.005,0.018,0.014,0.021,0.016,0.018,-0.005,-0.005,-0.003,-0.000999999999999999,0.002,0.005,0.005,0.009,0.005,0.012,0.011,0.011,0.01,0.007,0.004,0.004,0.002,0.001,0.001,-0.000999999999999999,0.008,0.024,0.023,0.012,0.007,0.012,0.011,0.009,0.01,0.01,0.008,0.005,0.006,0.003,0.005,-0.003,-0.003,-0.002,-0.002,-0.000999999999999999,-0.029,-0.021,-0.025,-0.023,-0.026,0.031,5,-0.005,5,0.014,2,-0.005,5,0.005,5,0.004,5,-0.000999999999999999,5,0.007,5,0.009,3,0.003,5,-0.003,5,-0.029,5,"5","5","2","5","5","5","5","5","3","5","5","5",0,1,1,0,10,10,5,"5","5","rating 4",0
0.02,0.02,0,0,0,0,0,0.01,0,0.02,0.01,0,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.026,0.022,0.023,0.026,0.039,-0.012,-0.009,-0.01,-0.009,-0.014,0.018,0.014,0.021,0.016,0.018,-0.004,-0.004,-0.002,0,0.003,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.037,0.053,0.052,0.041,0.036,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,-0.001,0.007,0.003,0.005,0.002,0.022,5,-0.014,5,0.014,2,-0.004,5,0.016,1,0.004,5,0.01,5,0.036,5,0.009,3,0.008,4,0.008,1,-0.001,5,"5","5","2","5","1","5","5","5","3","4","1","5",2,1,1,1,7,7,5,"5","5","rating 4",0
0.061,0.061,0,0.024,0,0.024,0.012,0.024,0,0,0,0.012,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,-0.015,-0.019,-0.018,-0.015,-0.002,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,-0.008,-0.008,-0.004,-0.008,-0.001,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,-0.004,0.012,0.011,0,-0.005,-0.012,-0.013,-0.015,-0.014,-0.014,0.000999999999999999,-0.002,-0.001,-0.004,-0.002,-0.004,-0.004,-0.003,-0.003,-0.002,-0.015,-0.007,-0.011,-0.009,-0.012,-0.019,5,0.006,5,0.014,2,0.006,1,-0.008,5,0.004,5,0.01,5,-0.005,5,-0.015,5,-0.004,5,-0.004,5,-0.015,5,"5","5","2","1","5","5","5","5","5","5","5","5",1,1,0,0,10,10,5,"5","5","rating 5",1
0.026,0.026,0.018,0.009,0.009,0,0.018,0,0,0,0,0.009,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.02,0.016,0.017,0.02,0.033,0.008,0.011,0.01,0.011,0.006,0,-0.004,0.003,-0.002,0,0.006,0.006,0.008,0.01,0.013,0.007,0.007,0.011,0.007,0.014,0.011,0.011,0.01,0.007,0.004,0.006,0.004,0.003,0.003,0.001,0.031,0.047,0.046,0.035,0.03,0.012,0.011,0.009,0.01,0.01,-0.005,-0.008,-0.007,-0.01,-0.008,-0.000999999999999999,-0.000999999999999999,0,0,0.001,0.009,0.017,0.013,0.015,0.012,0.016,5,0.006,5,-0.004,5,0.006,1,0.007,5,0.004,5,0.001,5,0.03,5,0.009,3,-0.01,5,-0.000999999999999999,5,0.009,1,"5","5","5","1","5","5","5","5","3","5","5","1",2,0,1,0,9,9,5,"5","5","rating 4",0
0.034,0.031,0.009,0.003,0.012,0.015,0.006,0.003,0.009,0.009,0.009,0.003,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.015,0.011,0.012,0.015,0.028,-0.000999999999999999,0.002,0.001,0.002,-0.003,0.009,0.005,0.012,0.007,0.009,-0.003,-0.003,-0.000999999999999999,0.001,0.004,0.013,0.013,0.017,0.013,0.02,0.002,0.002,0.001,-0.002,-0.005,0.003,0.000999999999999999,0,0,-0.002,0.023,0.039,0.038,0.027,0.022,-0.003,-0.004,-0.006,-0.005,-0.005,0.007,0.004,0.005,0.002,0.004,0.005,0.005,0.006,0.006,0.007,0.006,0.014,0.01,0.012,0.009,0.011,5,-0.003,5,0.005,5,-0.003,5,0.013,5,-0.005,5,-0.002,5,0.022,5,-0.006,5,0.002,5,0.005,5,0.006,5,"5","5","5","5","5","5","5","5","5","5","5","5",0,0,0,0,12,12,5,"5","5","rating 4",0
0.031,0.016,0.016,0,0,0,0.016,0,0,0,0,0,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.03,0.026,0.027,0.03,0.043,0.008,0.011,0.01,0.011,0.006,0.002,-0.002,0.005,0,0.002,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.026,0.042,0.041,0.03,0.025,0.012,0.011,0.009,0.01,0.01,-0.003,-0.006,-0.005,-0.008,-0.006,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.026,5,0.006,5,-0.002,5,0.006,1,0.016,1,0.004,5,0.01,5,0.025,5,0.009,3,-0.008,5,0.008,1,0.009,1,"5","5","5","1","1","5","5","5","3","5","1","1",4,0,1,0,7,7,5,"5","5","rating 5",1
0.048,0.034,0.007,0.021,0.007,0,0.007,0,0,0,0,0,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.012,0.008,0.00899999999999999,0.012,0.025,0.008,0.011,0.01,0.011,0.006,0.011,0.007,0.014,0.009,0.011,0.006,0.006,0.008,0.01,0.013,-0.005,-0.005,-0.001,-0.005,0.002,0.011,0.011,0.01,0.007,0.004,0.008,0.006,0.005,0.005,0.003,0.009,0.025,0.024,0.013,0.008,0.012,0.011,0.009,0.01,0.01,0.006,0.003,0.004,0.001,0.003,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.008,5,0.006,5,0.007,5,0.006,1,-0.005,5,0.004,5,0.003,5,0.008,5,0.009,3,0.001,5,0.008,1,0.009,1,"5","5","5","1","5","5","5","5","3","5","1","1",3,0,1,0,8,8,5,"5","5","rating 5",1
0.043,0.054,0,0.011,0.011,0,0.022,0,0,0.022,0,0,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,-0.008,-0.012,-0.011,-0.008,0.005,-0.014,-0.011,-0.012,-0.011,-0.016,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.005,0.005,0.009,0.005,0.012,0.011,0.011,0.01,0.007,0.004,0.004,0.002,0.001,0.001,-0.000999999999999999,0.014,0.03,0.029,0.018,0.013,0.012,0.011,0.009,0.01,0.01,-0.009,-0.012,-0.011,-0.014,-0.012,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,-0.012,5,-0.016,5,0.014,2,0.006,1,0.005,5,0.004,5,-0.000999999999999999,5,0.013,5,0.009,3,-0.014,5,0.008,1,0.009,1,"5","5","2","1","5","5","5","5","3","5","1","1",3,1,1,0,7,7,5,"5","5","rating 5",1
0.045,0,0.045,0,0,0.045,0,0,0,0,0,0,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,-0.027,-0.031,-0.024,-0.029,-0.027,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.012,0.028,0.027,0.016,0.011,-0.033,-0.034,-0.036,-0.035,-0.035,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.042,2,0.006,5,-0.031,5,0.006,1,0.016,1,0.004,5,0.01,5,0.011,5,-0.036,5,0.008,4,0.008,1,0.009,1,"2","5","5","1","1","5","5","5","5","4","1","1",4,1,0,1,6,6,5,"5","5","rating 5",1
0.038,0.096,0,0,0,0,0.019,0,0,0,0,0,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,-0.05,-0.054,-0.053,-0.05,-0.037,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.019,0.035,0.034,0.023,0.018,0.012,0.011,0.009,0.01,0.01,-0.006,-0.009,-0.008,-0.011,-0.009,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,-0.054,5,0.006,5,0.014,2,0.006,1,0.016,1,0.004,5,0.01,5,0.018,5,0.009,3,-0.011,5,0.008,1,0.009,1,"5","5","2","1","1","5","5","5","3","5","1","1",4,1,1,0,6,6,5,"5","5","rating 5",1
0,0.069,0.034,0,0,0,0,0,0,0,0.069,0,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,-0.023,-0.027,-0.026,-0.023,-0.01,0.008,0.011,0.01,0.011,0.006,-0.016,-0.02,-0.013,-0.018,-0.016,-0.063,-0.063,-0.061,-0.059,-0.056,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,-0.027,5,0.006,5,-0.02,5,-0.063,5,0.016,1,0.004,5,0.01,5,0.056,5,0.009,3,0.008,4,0.008,1,0.009,1,"5","5","5","5","1","5","5","5","3","4","1","1",3,0,1,1,7,7,5,"5","5","rating 5",1
0.03,0.04,0.01,0,0.01,0,0,0.01,0.01,0,0,0,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.006,0.002,0.003,0.006,0.019,0.008,0.011,0.01,0.011,0.006,0.008,0.004,0.011,0.006,0.008,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.000999999999999999,0.000999999999999999,0,-0.003,-0.006,0.005,0.003,0.002,0.002,0,0.027,0.043,0.042,0.031,0.026,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,-0.001,0.007,0.003,0.005,0.002,0.002,5,0.006,5,0.004,5,0.006,1,0.016,1,-0.006,5,0,5,0.026,5,0.009,3,0.008,4,0.008,1,-0.001,5,"5","5","5","1","1","5","5","5","3","4","1","5",3,0,1,1,7,7,5,"5","5","rating 5",1
0.088,0.018,0,0,0,0,0,0,0,0,0,0,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.028,0.024,0.025,0.028,0.041,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,-0.031,-0.015,-0.016,-0.027,-0.032,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.024,5,0.006,5,0.014,2,0.006,1,0.016,1,0.004,5,0.01,5,-0.032,5,0.009,3,0.008,4,0.008,1,0.009,1,"5","5","2","1","1","5","5","5","3","4","1","1",4,1,1,1,5,5,5,"5","5","rating 5",1
0.009,0,0.009,0.009,0.018,0,0.009,0,0,0,0,0.009,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.009,0.005,0.012,0.007,0.009,0.006,0.006,0.008,0.01,0.013,0.007,0.007,0.011,0.007,0.014,0.011,0.011,0.01,0.007,0.004,-0.003,-0.005,-0.006,-0.006,-0.008,0.048,0.064,0.063,0.052,0.047,0.012,0.011,0.009,0.01,0.01,0.004,0.001,0.002,-0.000999999999999999,0.001,-0.000999999999999999,-0.000999999999999999,0,0,0.001,0.009,0.017,0.013,0.015,0.012,0.042,2,0.006,5,0.005,5,0.006,1,0.007,5,0.004,5,-0.008,5,0.047,5,0.009,3,-0.000999999999999999,5,-0.000999999999999999,5,0.009,1,"2","5","5","1","5","5","5","5","3","5","5","1",2,1,1,0,8,8,5,"5","5","rating 5",1
0.018,0.018,0.018,0,0,0.018,0,0,0,0,0,0,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.028,0.024,0.025,0.028,0.041,0.008,0.011,0.01,0.011,0.006,0,-0.004,0.003,-0.002,0,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.039,0.055,0.054,0.043,0.038,-0.006,-0.007,-0.009,-0.008,-0.008,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.024,5,0.006,5,-0.004,5,0.006,1,0.016,1,0.004,5,0.01,5,0.038,5,-0.009,5,0.008,4,0.008,1,0.009,1,"5","5","5","1","1","5","5","5","5","4","1","1",4,0,0,1,7,7,5,"5","5","rating 5",1
0.013,0.067,0,0.013,0,0,0.013,0,0,0.013,0.013,0,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,-0.021,-0.025,-0.024,-0.021,-0.00800000000000001,-0.005,-0.002,-0.003,-0.002,-0.007,0.018,0.014,0.021,0.016,0.018,-0.007,-0.007,-0.005,-0.003,0,0.003,0.003,0.007,0.003,0.01,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.044,0.06,0.059,0.048,0.043,0.012,0.011,0.009,0.01,0.01,0,-0.003,-0.002,-0.005,-0.003,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,-0.025,5,-0.007,5,0.014,2,-0.007,5,0.003,5,0.004,5,0.01,5,0.043,5,0.009,3,-0.005,5,0.008,1,0.009,1,"5","5","2","5","5","5","5","5","3","5","1","1",2,1,1,0,8,8,5,"5","5","rating 5",1
0.077,0,0,0,0,0,0,0,0,0,0,0,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,-0.02,-0.004,-0.005,-0.016,-0.021,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.042,2,0.006,5,0.014,2,0.006,1,0.016,1,0.004,5,0.01,5,-0.021,5,0.009,3,0.008,4,0.008,1,0.009,1,"2","5","2","1","1","5","5","5","3","4","1","1",4,2,1,1,4,4,1,"tie","3","rating 4",0
0.05,0.044,0.028,0,0,0,0.033,0,0,0.006,0,0.006,0.046,0.042,0.043,0.046,0.059,0.008,0.011,0.01,0.011,0.006,0.018,0.014,0.021,0.016,0.018,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.057,0.073,0.072,0.061,0.056,0.012,0.011,0.009,0.01,0.01,0.013,0.01,0.011,0.008,0.01,0.008,0.008,0.009,0.009,0.01,0.009,0.017,0.013,0.015,0.012,0.002,-0.00199999999999999,-0.001,0.002,0.015,0.002,0.005,0.004,0.005,0,-0.01,-0.014,-0.007,-0.012,-0.01,0.006,0.006,0.008,0.01,0.013,0.016,0.016,0.02,0.016,0.023,0.011,0.011,0.01,0.007,0.004,0.015,0.013,0.012,0.012,0.01,0.007,0.023,0.022,0.011,0.006,0.012,0.011,0.009,0.01,0.01,-0.02,-0.023,-0.022,-0.025,-0.023,0.002,0.002,0.003,0.003,0.004,0.009,0.017,0.013,0.015,0.012,-0.00199999999999999,5,0,5,-0.014,5,0.006,1,0.016,1,0.004,5,0.01,5,0.006,5,0.009,3,-0.025,5,0.002,5,0.009,1,"5","5","5","1","1","5","5","5","3","5","5","1",3,0,1,0,8,8,5,"5","5","rating 3",0
